clause_id,source_doc,domain,raw_text,word_count,pattern_label,clean_text,token_count
C03619,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATI",legal,"1.28 ""Clinical Trial"" means a human clinical study conducted on sufficient numbers of human subjects that is designed to (a) establish that a product is reasonably safe for continued testing, (b) investigate the safety and efficacy of the product for its intended use, and to define warnings, precautions and adverse reactions that may be associated with the product in the dosage range to be prescribed or (c) support Regulatory Approval of such product or label expansion of such product",79,spacy_sentence,28 clinical trial mean human clinical study conduct sufficient number human subject design establish product reasonably safe continued testing investigate safety efficacy product intend use define warning precaution adverse reaction may associate product dosage range prescribe support regulatory approval product label expansion product,43
C03620,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATI",legal,"Without limiting the foregoing, Clinical Trial includes any Phase II Clinical Trial or Phase III Clinical Trial conducted by or on behalf of one or both Parties in connection with this Agreement",32,spacy_sentence,without limit foregoing clinical trial include phase ii clinical trial phase iii clinical trial conduct behalf party connection agreement,19
C03621,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATI",legal,"1.29 ""Collaboration Data"" has the meaning set forth in Section 8.5.1 (Disclosure)",12,paragraph,29 collaboration datum meaning set forth section disclosure,8
C03622,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATI",legal,"1.30 ""Collaboration Intellectual Property"" means [***], that is conceived, developed, generated or reduced to practice during the Term (a) solely by a Party, its Affiliates or Persons acting on behalf of such Party or (b) jointly by, on one hand, Ginkgo, its Affiliates or Persons acting on behalf of Ginkgo and, on the other hand, BLI, its Affiliates or Persons acting on behalf of BLI, in each case of clauses (a) and (b) of this Section 1.30 (""Collaboration Intellectual Property"" definition) through the conduct of activities under this Agreement",89,spacy_sentence,30 collaboration intellectual property mean conceive develop generate reduce practice term solely party affiliate person act behalf party jointly hand ginkgo affiliate person act behalf ginkgo hand bli affiliate person act behalf bli case clause section 30 collaboration intellectual property definition conduct activity agreement,44
C03623,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATI",legal,"1.31 ""Collaboration Workflow"" means any Workflow on the Beacon Platform that [***] and is (a) developed jointly by the Parties (or on their behalf) or (b) developed solely by BLI (or on behalf of BLI) for Ginkgo, in each case of clause (a) and (b) of this Section 1.31 (""Collaboration Workflow"" definition), pursuant to a Workflow Development Plan",58,spacy_sentence,31 collaboration workflow mean workflow beacon platform develop jointly party behalf develop solely bli behalf bli ginkgo case clause section 31 collaboration workflow definition pursuant workflow development plan,28
C03624,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATI",legal,"For the avoidance of doubt, Collaboration Workflows shall not include [***]",11,spacy_sentence,avoidance doubt collaboration workflow shall not include,7
C03625,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATI",legal,"1.32 ""Commercial Services"" means any [***] activities conducted by Ginkgo or any sublicensee under the rights granted to Ginkgo by BLI in Section 9.1.1 (Scope of Grants) in the Licensed Field (a) under an agreement or arrangement of Ginkgo or any such sublicensee with a Third Party or (b) for [***] that",52,spacy_sentence,32 commercial service mean activity conduct ginkgo sublicensee right grant ginkgo bli section scope grant licensed field agreement arrangement ginkgo sublicensee party,22
C03626,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATI",legal,"[***] by Ginkgo, an Affiliate or a Third Party; provided that, notwithstanding the foregoing, with respect to Third Parties, Workflows may only be [***] by Ginkgo permitted (under Section 9.1 (Grants to Ginkgo)) sublicensees, but no other Third Parties",39,spacy_sentence,ginkgo affiliate party provide notwithstanding foregoing respect party workflow may only ginkgo permit section grant ginkgo sublicensee no party,19
C03627,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATI",legal,"1.33 ""Completed Workflow"" means any Key Collaboration Workflow that the JRC or the Expert Panel, as applicable, determines has been Substantially Completed",22,paragraph,33 complete workflow mean key collaboration workflow jrc expert panel applicable determine substantially complete,14
C03628,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATI",legal,"1.34 ""Confidential Information"" has the meaning set forth in Section 10.1 (Confidential Information). Page 5 of 85",17,paragraph,34 confidential information meaning set forth section 10 confidential information page 85,12
C03629,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATI",legal,"1.35 ""Conforming Product"" means, with respect to a Beacon Optofluidic Machine or Consumable delivered by BLI to Ginkgo under this Agreement, that such Beacon Optofluidic Machine or Consumable meets the Product Warranty at the time of delivery",37,paragraph,35 conform product mean respect beacon optofluidic machine consumable deliver bli ginkgo agreement beacon optofluidic machine consumable meet product warranty time delivery,22
C03630,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATI",legal,"1.36 ""Consumables"" means those certain OptoSelect Chips and reagents set forth on Schedule 1.36 (Consumables) or that, during the Term, [***] for the use of the Beacon Platform and are sold by BLI",33,paragraph,36 consumable mean certain optoselect chip reagent set forth schedule 36 consumable term use beacon platform sell bli,18
C03631,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATI",legal,"1.37 ""Contract Year"" means (a) with respect to the first Contract Year, the period of time commencing on the Effective Date and ending on September 30, 2020 and (b) with respect to each subsequent Contract Year, commencing on October 1 of such Contract Year and continuing for a period of twelve (12) consecutive calendar months; provided that the last Contract Year of the Term shall end on the last day of the Term",73,spacy_sentence,37 contract year mean respect contract year period time commence effective date end september 30 2020 respect subsequent contract year commence october contract year continue period 12 consecutive calendar month provide contract year term shall end day term,38
C03632,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATI",legal,"1.39 ""Development Purchase Commitment"" means, for a given Contract Year, the amount in the column named ""Development Purchase Commitment"" in Table 7.2.2 for such Contract Year, as may be amended from time to time under this Agreement",37,paragraph,39 development purchase commitment mean give contract year column name development purchase commitment table contract year may amend time time agreement,21
C03633,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATI",legal,"1.40 ""Development Purchases"" means, during any period of time, the aggregate amount paid by Ginkgo to BLI for the conduct of activities under any Workflow Development Plan or otherwise under Section 2.4.2 (Costs under Workflow Development Plan - Payment) during such period of time",44,spacy_sentence,40 development purchase mean period time aggregate pay ginkgo bli conduct activity workflow development plan section cost workflow development plan payment period time,23
C03634,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATI",legal,"1.41 ""Disclosing Party"" is defined in Section 10.1 (Confidential Information)",10,paragraph,41 disclosing party define section 10 confidential information,8
C03635,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATI",legal,"1.42 ""Discovered Antibody"" has the meaning set forth in Section 7.4.2 (Milestone Events)",13,paragraph,42 discover antibody meaning set forth section milestone event,9
C03636,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATI",legal,"1.44 ""Drug Approval Application"" means any New Drug Application (""NDA""), as defined in the FFDCA, or any corresponding foreign applications in the Territory, including (a) with respect to the European Union, a Marketing Authorization Application (a ""MAA"") filed with the EMA pursuant to the Centralized Approval Procedure or with the applicable Regulatory Authority of a country in Europe with respect to the mutual recognition or any other regional or national approval procedure or (b) with respect to Japan, an MAA filed with the PMDA",84,spacy_sentence,44 drug approval application mean new drug application nda define ffdca corresponding foreign application territory include respect european union marketing authorization application maa file ema pursuant centralized approval procedure applicable regulatory authority country europe respect mutual recognition regional national approval procedure respect japan maa file pmda,46
C03637,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATI",legal,"1.45 ""Effective Date"" has the meaning set forth in the Preamble",11,paragraph,45 effective date meaning set forth preamble,7
